Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
walk/bicycle,No Vehicle,1,Sometimes,7,"['Glass', 'Metal']",119,very frequently,3192
walk/bicycle,No Vehicle,60,No,5,[],151,very frequently,2755
public,No Vehicle,1787,Yes,4,"['Paper', 'Plastic', 'Metal']",53,very frequently,3063
private,hybrid,9095,Sometimes,7,['Glass'],77,rarely,3905
public,No Vehicle,635,Yes,1,"['Paper', 'Glass', 'Metal']",284,very frequently,3154
walk/bicycle,No Vehicle,56,Yes,2,"['Plastic', 'Glass']",221,very frequently,2327
private,lpg,9030,Yes,6,"['Paper', 'Plastic']",164,very frequently,5145
public,No Vehicle,1159,No,2,"['Paper', 'Glass']",61,very frequently,2980
public,No Vehicle,23,Sometimes,3,"['Paper', 'Glass', 'Metal']",66,frequently,1807
public,No Vehicle,1398,Yes,4,"['Paper', 'Plastic', 'Glass']",57,rarely,1217
private,hybrid,4477,No,6,"['Paper', 'Plastic', 'Glass']",206,rarely,1912
public,No Vehicle,174,Yes,6,['Glass'],104,very frequently,2219
walk/bicycle,No Vehicle,38,Yes,7,"['Paper', 'Plastic', 'Glass', 'Metal']",177,frequently,2051
public,No Vehicle,1318,Sometimes,3,"['Paper', 'Plastic']",123,never,1753
walk/bicycle,No Vehicle,69,Yes,1,"['Paper', 'Plastic', 'Metal']",180,never,810
walk/bicycle,No Vehicle,27,No,3,['Glass'],98,frequently,1378
public,No Vehicle,1360,Sometimes,5,[],235,rarely,1139
private,hybrid,9280,No,6,['Paper'],127,rarely,3963
private,petrol,3338,Sometimes,4,"['Paper', 'Plastic']",266,never,2758
public,No Vehicle,1959,No,6,"['Plastic', 'Glass', 'Metal']",206,rarely,1466
walk/bicycle,No Vehicle,9,Sometimes,7,"['Plastic', 'Metal']",268,frequently,1515
walk/bicycle,No Vehicle,62,Yes,5,"['Paper', 'Glass']",81,frequently,2372
private,electric,4389,No,3,['Metal'],172,never,1392
private,diesel,8387,No,7,"['Paper', 'Metal']",155,rarely,4443
walk/bicycle,No Vehicle,34,Yes,2,"['Plastic', 'Metal']",223,never,1114
walk/bicycle,No Vehicle,9,Yes,2,"['Paper', 'Plastic', 'Glass']",99,never,703
public,No Vehicle,317,Sometimes,7,['Paper'],179,very frequently,2816
public,No Vehicle,575,No,2,['Metal'],264,never,1047
public,No Vehicle,368,Sometimes,5,"['Plastic', 'Glass', 'Metal']",76,very frequently,2807
public,No Vehicle,872,No,3,[],186,never,1299
private,electric,7323,Yes,5,[],198,rarely,2141
walk/bicycle,No Vehicle,88,Yes,2,"['Plastic', 'Metal']",220,very frequently,2603
private,lpg,9216,No,2,['Plastic'],81,never,3476
private,diesel,7245,Sometimes,4,"['Paper', 'Plastic', 'Metal']",214,rarely,2860
private,electric,9536,No,5,"['Plastic', 'Metal']",159,never,1807
public,No Vehicle,1723,No,6,"['Paper', 'Glass']",174,rarely,2469
private,petrol,4031,Sometimes,1,[],105,frequently,3309
public,No Vehicle,284,Yes,1,['Plastic'],188,rarely,1542
walk/bicycle,No Vehicle,54,No,7,"['Paper', 'Plastic', 'Metal']",254,very frequently,3347
private,diesel,6868,No,5,"['Paper', 'Metal']",91,rarely,3356
walk/bicycle,No Vehicle,75,No,3,"['Paper', 'Metal']",168,very frequently,2417
public,No Vehicle,1764,Yes,2,"['Paper', 'Plastic', 'Metal']",276,never,1226
walk/bicycle,No Vehicle,7,Yes,5,"['Glass', 'Metal']",99,never,1663
private,hybrid,6053,No,2,['Metal'],176,very frequently,4034
walk/bicycle,No Vehicle,11,Sometimes,3,"['Plastic', 'Glass', 'Metal']",275,rarely,1786
public,No Vehicle,110,Sometimes,3,"['Paper', 'Metal']",260,very frequently,2554
walk/bicycle,No Vehicle,97,Yes,2,['Paper'],276,very frequently,1714
public,No Vehicle,1143,Sometimes,2,"['Paper', 'Metal']",238,very frequently,2594
private,petrol,812,Sometimes,5,"['Plastic', 'Metal']",242,never,1890
walk/bicycle,No Vehicle,16,Yes,6,"['Paper', 'Glass']",237,very frequently,2908
walk/bicycle,No Vehicle,26,Sometimes,5,['Paper'],79,frequently,2131
walk/bicycle,No Vehicle,65,Sometimes,3,"['Paper', 'Plastic']",66,frequently,1673
public,No Vehicle,1924,No,7,"['Glass', 'Metal']",210,never,1697
walk/bicycle,No Vehicle,19,Sometimes,4,['Paper'],173,very frequently,2673
private,hybrid,1034,Yes,2,"['Plastic', 'Metal']",226,frequently,1868
walk/bicycle,No Vehicle,43,No,2,"['Plastic', 'Metal']",148,rarely,1078
private,electric,4711,Sometimes,3,"['Paper', 'Plastic']",149,rarely,1397
walk/bicycle,No Vehicle,23,No,4,"['Plastic', 'Glass']",59,very frequently,2944
walk/bicycle,No Vehicle,73,No,5,['Paper'],172,never,1686
public,No Vehicle,1838,No,5,['Metal'],166,frequently,2604
public,No Vehicle,970,Sometimes,6,"['Paper', 'Plastic', 'Metal']",283,never,1754
private,electric,4493,Sometimes,7,"['Paper', 'Plastic', 'Metal']",184,frequently,1812
walk/bicycle,No Vehicle,89,Sometimes,7,"['Paper', 'Plastic']",191,never,1413
walk/bicycle,No Vehicle,47,Yes,6,['Paper'],103,frequently,1561
walk/bicycle,No Vehicle,26,No,1,"['Plastic', 'Glass', 'Metal']",183,very frequently,1779
private,lpg,3737,Yes,6,['Metal'],289,very frequently,3720
private,petrol,3829,Yes,5,"['Paper', 'Glass']",264,rarely,2818
walk/bicycle,No Vehicle,45,Sometimes,5,"['Paper', 'Plastic', 'Glass']",239,rarely,1972
walk/bicycle,No Vehicle,16,No,4,"['Paper', 'Plastic', 'Glass']",262,frequently,2243
public,No Vehicle,1025,Sometimes,1,"['Paper', 'Plastic', 'Glass']",69,never,1262
walk/bicycle,No Vehicle,68,Sometimes,4,"['Paper', 'Glass']",123,very frequently,2026
private,lpg,9350,Sometimes,5,['Metal'],106,never,3825
walk/bicycle,No Vehicle,25,Sometimes,6,"['Paper', 'Plastic']",77,frequently,1133
public,No Vehicle,646,Yes,7,"['Paper', 'Plastic', 'Glass']",156,rarely,1927
private,diesel,3964,Yes,2,"['Paper', 'Plastic', 'Metal']",155,never,2002
public,No Vehicle,380,No,1,"['Plastic', 'Glass']",73,rarely,1490
walk/bicycle,No Vehicle,31,No,7,"['Plastic', 'Metal']",74,very frequently,3389
public,No Vehicle,1276,Yes,6,"['Paper', 'Plastic', 'Glass']",289,never,1690
private,electric,9914,Yes,1,"['Paper', 'Plastic']",70,frequently,1872
walk/bicycle,No Vehicle,54,Yes,5,"['Paper', 'Glass']",79,frequently,2468
walk/bicycle,No Vehicle,64,Sometimes,3,"['Paper', 'Plastic']",264,rarely,1534
public,No Vehicle,829,Sometimes,7,"['Paper', 'Glass', 'Metal']",70,very frequently,2117
walk/bicycle,No Vehicle,61,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",231,frequently,1437
private,hybrid,7885,Sometimes,1,['Glass'],181,very frequently,3492
public,No Vehicle,331,Sometimes,2,['Paper'],100,rarely,1805
walk/bicycle,No Vehicle,98,No,7,"['Paper', 'Metal']",123,frequently,2333
private,electric,1050,Sometimes,2,"['Paper', 'Plastic']",296,never,1066
public,No Vehicle,1557,No,1,"['Plastic', 'Glass', 'Metal']",279,never,1560
walk/bicycle,No Vehicle,28,Yes,2,['Metal'],169,never,1696
private,diesel,5914,No,1,"['Paper', 'Plastic', 'Glass']",298,frequently,3134
public,No Vehicle,790,Sometimes,4,"['Paper', 'Metal']",220,frequently,2674
walk/bicycle,No Vehicle,73,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",105,never,583
public,No Vehicle,1419,Yes,2,['Plastic'],287,rarely,1588
public,No Vehicle,1585,Sometimes,3,"['Paper', 'Plastic', 'Metal']",236,never,1281
private,hybrid,1131,Sometimes,5,"['Plastic', 'Glass', 'Metal']",285,frequently,1644
private,diesel,8413,Yes,2,"['Plastic', 'Glass', 'Metal']",202,never,2319
public,No Vehicle,1768,Yes,6,['Paper'],54,rarely,1819
walk/bicycle,No Vehicle,37,Yes,5,"['Paper', 'Glass']",207,rarely,2094
walk/bicycle,No Vehicle,69,No,6,['Metal'],185,never,1680
walk/bicycle,No Vehicle,34,Yes,4,"['Paper', 'Plastic']",228,never,2495
public,No Vehicle,922,Sometimes,7,"['Plastic', 'Glass', 'Metal']",84,frequently,1628
private,lpg,2977,Yes,7,['Metal'],63,rarely,1566
private,electric,2996,No,4,"['Paper', 'Plastic', 'Metal']",91,very frequently,1906
private,diesel,6360,Sometimes,1,['Plastic'],217,frequently,2634
public,No Vehicle,1278,No,3,['Glass'],235,frequently,2744
private,lpg,4779,Yes,1,"['Plastic', 'Metal']",163,rarely,2576
public,No Vehicle,1491,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",136,rarely,1461
public,No Vehicle,1612,Sometimes,6,"['Paper', 'Plastic']",174,rarely,1447
private,petrol,6331,Sometimes,3,"['Paper', 'Plastic', 'Glass']",120,very frequently,4166
private,petrol,9136,Yes,7,"['Paper', 'Glass', 'Metal']",184,never,4913
walk/bicycle,No Vehicle,29,Sometimes,6,"['Plastic', 'Metal']",276,never,2387
walk/bicycle,No Vehicle,35,Yes,2,"['Paper', 'Plastic']",250,never,1086
walk/bicycle,No Vehicle,60,No,7,"['Paper', 'Glass', 'Metal']",61,never,1621
private,electric,7128,Yes,7,"['Plastic', 'Glass']",234,frequently,3257
private,diesel,6906,Yes,4,"['Plastic', 'Glass']",109,never,2896
walk/bicycle,No Vehicle,14,Sometimes,1,"['Plastic', 'Metal']",254,rarely,2092
private,electric,6238,Sometimes,6,"['Glass', 'Metal']",93,rarely,2009
walk/bicycle,No Vehicle,82,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",288,very frequently,2029
walk/bicycle,No Vehicle,97,No,5,['Metal'],121,very frequently,2502
private,lpg,6668,Yes,2,"['Plastic', 'Glass']",293,never,2896
private,diesel,5806,Sometimes,4,"['Paper', 'Plastic', 'Glass']",72,rarely,2772
private,hybrid,201,No,5,['Metal'],109,rarely,1326
public,No Vehicle,1041,No,7,"['Plastic', 'Metal']",229,rarely,1790
public,No Vehicle,1365,Sometimes,6,"['Plastic', 'Glass', 'Metal']",258,very frequently,2230
walk/bicycle,No Vehicle,84,Yes,6,"['Paper', 'Glass']",91,frequently,2466
public,No Vehicle,820,Yes,5,"['Paper', 'Glass']",75,frequently,2547
public,No Vehicle,1505,Yes,5,"['Paper', 'Plastic', 'Glass']",265,frequently,1454
walk/bicycle,No Vehicle,78,No,5,['Paper'],146,very frequently,3069
private,petrol,631,Sometimes,5,"['Glass', 'Metal']",182,never,1120
walk/bicycle,No Vehicle,91,No,3,"['Glass', 'Metal']",167,never,898
walk/bicycle,No Vehicle,40,Yes,4,"['Paper', 'Glass', 'Metal']",111,very frequently,1981
private,electric,4960,Yes,5,"['Paper', 'Glass']",113,frequently,2656
walk/bicycle,No Vehicle,33,Yes,3,"['Plastic', 'Glass']",127,never,1350
walk/bicycle,No Vehicle,59,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",282,never,1416
public,No Vehicle,472,No,4,"['Plastic', 'Metal']",280,frequently,1445
walk/bicycle,No Vehicle,72,Yes,6,"['Paper', 'Plastic', 'Glass']",244,frequently,2002
private,diesel,7604,Sometimes,2,['Glass'],258,never,3206
public,No Vehicle,1766,No,6,"['Glass', 'Metal']",69,very frequently,3558
public,No Vehicle,1567,Sometimes,7,[],159,frequently,3085
public,No Vehicle,1949,Yes,1,['Plastic'],230,never,1562
walk/bicycle,No Vehicle,53,No,1,"['Paper', 'Plastic', 'Metal']",165,rarely,940
public,No Vehicle,847,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",127,rarely,1964
walk/bicycle,No Vehicle,57,Yes,2,['Plastic'],290,never,1122
public,No Vehicle,30,No,4,"['Glass', 'Metal']",165,frequently,1596
private,diesel,6348,Sometimes,1,['Glass'],284,never,2747
public,No Vehicle,1788,Yes,3,['Paper'],208,very frequently,3156
walk/bicycle,No Vehicle,32,Yes,7,"['Plastic', 'Glass', 'Metal']",130,frequently,1803
private,diesel,9394,Sometimes,2,"['Paper', 'Plastic', 'Glass']",246,rarely,3931
walk/bicycle,No Vehicle,25,Sometimes,3,"['Paper', 'Plastic', 'Metal']",125,very frequently,3423
public,No Vehicle,1654,No,1,['Glass'],256,frequently,1755
walk/bicycle,No Vehicle,87,Yes,1,['Metal'],278,rarely,853
walk/bicycle,No Vehicle,63,Yes,6,"['Paper', 'Glass']",85,frequently,2003
private,lpg,618,No,4,"['Glass', 'Metal']",190,rarely,1564
public,No Vehicle,1794,Yes,6,"['Paper', 'Plastic']",164,very frequently,2893
public,No Vehicle,992,Sometimes,3,[],106,rarely,1734
public,No Vehicle,721,Sometimes,5,"['Paper', 'Plastic']",232,never,1418
public,No Vehicle,318,No,5,['Plastic'],52,never,1328
private,petrol,82,Sometimes,7,['Metal'],278,very frequently,3369
private,electric,9920,Yes,6,"['Paper', 'Plastic']",253,frequently,1822
walk/bicycle,No Vehicle,74,Sometimes,2,"['Paper', 'Plastic', 'Glass']",222,very frequently,2432
private,hybrid,4188,Yes,7,"['Paper', 'Plastic', 'Metal']",98,never,2300
private,lpg,4776,Sometimes,5,"['Plastic', 'Metal']",99,frequently,3263
public,No Vehicle,225,Sometimes,6,['Plastic'],221,frequently,2969
walk/bicycle,No Vehicle,69,No,4,"['Paper', 'Plastic']",163,rarely,1296
private,hybrid,5167,Sometimes,5,['Metal'],292,very frequently,4488
private,diesel,115,Sometimes,5,"['Paper', 'Metal']",177,very frequently,2895
walk/bicycle,No Vehicle,29,No,2,"['Plastic', 'Glass', 'Metal']",246,frequently,2327
public,No Vehicle,1238,No,2,['Metal'],79,never,1118
public,No Vehicle,1927,No,6,"['Paper', 'Plastic', 'Glass']",274,frequently,1874
public,No Vehicle,179,Yes,1,[],185,frequently,1818
public,No Vehicle,1524,Yes,4,"['Glass', 'Metal']",79,never,1369
walk/bicycle,No Vehicle,97,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",166,rarely,1150
walk/bicycle,No Vehicle,51,Yes,3,"['Paper', 'Glass']",125,very frequently,2730
walk/bicycle,No Vehicle,58,No,2,['Metal'],85,very frequently,2883
public,No Vehicle,635,Sometimes,4,"['Plastic', 'Glass']",279,very frequently,2923
walk/bicycle,No Vehicle,7,No,4,['Paper'],70,very frequently,2112
public,No Vehicle,1324,Sometimes,4,"['Plastic', 'Glass']",120,never,968
walk/bicycle,No Vehicle,28,Sometimes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",271,rarely,1516
private,diesel,9118,No,2,"['Glass', 'Metal']",232,rarely,3566
public,No Vehicle,1426,Yes,6,"['Paper', 'Glass']",248,very frequently,3164
public,No Vehicle,812,Sometimes,7,['Plastic'],104,frequently,2075
public,No Vehicle,1279,Sometimes,7,['Paper'],57,frequently,2637
public,No Vehicle,845,Sometimes,7,"['Paper', 'Plastic', 'Glass']",149,never,2132
walk/bicycle,No Vehicle,52,Sometimes,6,[],121,never,1518
private,hybrid,4737,Sometimes,3,"['Plastic', 'Glass']",132,never,1904
private,petrol,9825,Yes,5,['Plastic'],193,frequently,6793
walk/bicycle,No Vehicle,2,Sometimes,5,"['Paper', 'Plastic', 'Glass']",98,rarely,1214
walk/bicycle,No Vehicle,41,Sometimes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",284,frequently,3193
walk/bicycle,No Vehicle,87,Yes,3,['Paper'],231,frequently,1641
public,No Vehicle,755,Sometimes,7,['Plastic'],183,very frequently,4039
walk/bicycle,No Vehicle,63,Yes,7,['Paper'],138,very frequently,3707
private,lpg,563,Yes,1,"['Plastic', 'Metal']",106,never,743
walk/bicycle,No Vehicle,17,Yes,1,"['Plastic', 'Glass', 'Metal']",220,frequently,1436
private,diesel,4469,Sometimes,3,['Paper'],120,very frequently,4492
private,diesel,3946,Sometimes,3,['Plastic'],200,very frequently,3618
private,diesel,8787,Yes,1,['Metal'],259,never,3555
private,electric,6072,Yes,4,"['Paper', 'Glass', 'Metal']",204,very frequently,1799
private,petrol,7795,Sometimes,5,['Glass'],270,frequently,5616
private,electric,6588,Yes,7,[],106,frequently,2505
walk/bicycle,No Vehicle,72,Yes,2,"['Paper', 'Metal']",178,never,1315
walk/bicycle,No Vehicle,32,Sometimes,4,"['Glass', 'Metal']",90,frequently,1669
public,No Vehicle,634,Sometimes,3,"['Paper', 'Plastic', 'Glass']",274,frequently,2063
walk/bicycle,No Vehicle,78,Sometimes,3,"['Paper', 'Plastic']",219,frequently,1672
private,lpg,1642,Sometimes,3,"['Plastic', 'Glass', 'Metal']",221,frequently,1993
private,petrol,7794,No,3,"['Glass', 'Metal']",290,frequently,5306
public,No Vehicle,1252,Yes,2,"['Glass', 'Metal']",205,never,1394
private,hybrid,6979,No,5,"['Paper', 'Metal']",169,frequently,4284
walk/bicycle,No Vehicle,87,Sometimes,3,['Plastic'],141,never,667
walk/bicycle,No Vehicle,69,Sometimes,5,['Paper'],85,never,1342
walk/bicycle,No Vehicle,68,Yes,4,"['Paper', 'Plastic', 'Glass']",142,very frequently,2240
private,petrol,310,Sometimes,5,"['Paper', 'Glass']",292,frequently,1686
public,No Vehicle,916,Yes,4,"['Plastic', 'Glass']",193,never,1689
private,diesel,854,Sometimes,4,['Plastic'],160,never,1969
public,No Vehicle,389,Yes,3,"['Paper', 'Glass']",170,never,779
walk/bicycle,No Vehicle,13,Sometimes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",122,very frequently,2210
public,No Vehicle,620,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",99,very frequently,2483
private,petrol,7587,No,3,"['Glass', 'Metal']",211,never,4239
public,No Vehicle,18,No,3,"['Paper', 'Plastic', 'Glass']",211,very frequently,2855
walk/bicycle,No Vehicle,55,Yes,1,"['Plastic', 'Metal']",163,never,1007
private,diesel,8315,No,1,"['Paper', 'Plastic', 'Glass']",114,rarely,3871
walk/bicycle,No Vehicle,90,No,3,"['Paper', 'Plastic', 'Metal']",106,never,1004
private,electric,4946,Sometimes,6,['Glass'],260,rarely,2043
private,lpg,9349,Sometimes,5,"['Paper', 'Glass', 'Metal']",244,rarely,3981
public,No Vehicle,1746,No,5,"['Paper', 'Plastic']",264,frequently,2705
public,No Vehicle,1863,Sometimes,7,"['Plastic', 'Glass']",127,rarely,1696
walk/bicycle,No Vehicle,43,Yes,1,[],203,frequently,1815
public,No Vehicle,1446,Yes,6,"['Paper', 'Plastic', 'Metal']",51,rarely,2134
private,lpg,1540,Sometimes,6,"['Plastic', 'Metal']",229,rarely,1940
walk/bicycle,No Vehicle,73,Yes,3,['Plastic'],149,rarely,1763
private,diesel,1149,Sometimes,2,['Paper'],104,never,1476
walk/bicycle,No Vehicle,22,No,4,['Paper'],68,rarely,1093
public,No Vehicle,1502,Sometimes,2,"['Paper', 'Glass']",174,rarely,1451
walk/bicycle,No Vehicle,39,Sometimes,3,[],122,rarely,1106
public,No Vehicle,822,No,1,[],186,never,1154
private,petrol,4154,Sometimes,1,[],277,never,2649
walk/bicycle,No Vehicle,51,No,2,"['Plastic', 'Glass', 'Metal']",119,very frequently,2527
public,No Vehicle,1130,Yes,7,['Metal'],172,very frequently,3212
walk/bicycle,No Vehicle,58,Yes,6,"['Plastic', 'Glass']",207,never,1164
public,No Vehicle,1346,Sometimes,3,['Metal'],121,never,1801
walk/bicycle,No Vehicle,99,No,2,"['Paper', 'Glass']",235,frequently,1675
walk/bicycle,No Vehicle,69,No,2,"['Paper', 'Plastic']",106,never,1356
walk/bicycle,No Vehicle,62,Sometimes,6,"['Glass', 'Metal']",110,very frequently,3041
walk/bicycle,No Vehicle,82,Yes,7,"['Paper', 'Plastic', 'Metal']",242,rarely,1572
walk/bicycle,No Vehicle,87,No,7,"['Paper', 'Glass', 'Metal']",256,frequently,1354
walk/bicycle,No Vehicle,57,Sometimes,2,['Paper'],289,never,1355
walk/bicycle,No Vehicle,67,No,3,"['Paper', 'Glass', 'Metal']",82,rarely,1340
private,diesel,7230,Sometimes,1,"['Paper', 'Metal']",289,frequently,2511
walk/bicycle,No Vehicle,30,No,6,"['Paper', 'Glass']",154,never,924
private,diesel,5566,Yes,4,"['Plastic', 'Glass']",215,very frequently,4633
private,electric,1333,Sometimes,4,['Plastic'],181,never,1323
private,petrol,5673,Sometimes,7,"['Paper', 'Glass', 'Metal']",180,frequently,5318
public,No Vehicle,1603,No,4,"['Paper', 'Plastic', 'Glass', 'Metal']",72,never,668
public,No Vehicle,1004,Sometimes,7,"['Paper', 'Plastic', 'Metal']",271,very frequently,3009
public,No Vehicle,1282,Yes,3,"['Paper', 'Metal']",64,frequently,2233
public,No Vehicle,1277,Yes,6,['Metal'],286,very frequently,2722
walk/bicycle,No Vehicle,13,Yes,2,"['Plastic', 'Glass', 'Metal']",213,very frequently,1801
private,lpg,2897,Sometimes,6,['Metal'],226,frequently,2251
private,diesel,340,Yes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",97,very frequently,2439
public,No Vehicle,210,Sometimes,4,"['Plastic', 'Glass', 'Metal']",295,frequently,1603
private,hybrid,4602,No,4,"['Paper', 'Plastic', 'Glass', 'Metal']",197,very frequently,2310
public,No Vehicle,1745,No,2,"['Paper', 'Glass', 'Metal']",164,never,1156
private,petrol,6723,Sometimes,6,"['Plastic', 'Glass']",286,never,4603
public,No Vehicle,1384,Sometimes,1,['Paper'],294,frequently,1216
walk/bicycle,No Vehicle,30,No,7,"['Paper', 'Glass', 'Metal']",80,frequently,2433
public,No Vehicle,92,Yes,4,"['Paper', 'Plastic', 'Glass']",234,very frequently,3416
private,diesel,1855,Sometimes,1,"['Paper', 'Metal']",116,frequently,2635
public,No Vehicle,1435,No,2,"['Paper', 'Glass']",245,frequently,1838
private,electric,9670,Sometimes,1,"['Glass', 'Metal']",199,very frequently,2361
private,lpg,9107,Yes,5,"['Paper', 'Plastic']",207,very frequently,4920
private,diesel,8430,Sometimes,7,[],296,very frequently,5366
walk/bicycle,No Vehicle,13,Sometimes,1,[],129,never,665
private,diesel,2684,Yes,1,"['Plastic', 'Glass', 'Metal']",261,frequently,3881
public,No Vehicle,8,Yes,1,[],107,very frequently,2745
walk/bicycle,No Vehicle,93,No,6,"['Paper', 'Metal']",139,frequently,2216
walk/bicycle,No Vehicle,98,Sometimes,5,"['Glass', 'Metal']",80,rarely,1840
private,diesel,8651,Sometimes,3,"['Paper', 'Plastic']",238,very frequently,5741
walk/bicycle,No Vehicle,67,Yes,7,"['Paper', 'Plastic']",234,very frequently,2387
private,diesel,841,Yes,2,"['Plastic', 'Glass', 'Metal']",67,never,1125
private,diesel,2356,No,4,['Paper'],174,never,2027
walk/bicycle,No Vehicle,53,Sometimes,1,"['Paper', 'Plastic', 'Glass']",89,frequently,1805
public,No Vehicle,606,Sometimes,2,"['Paper', 'Glass']",195,rarely,1574
public,No Vehicle,1551,Yes,3,"['Paper', 'Glass', 'Metal']",265,frequently,2425
public,No Vehicle,1014,Yes,5,"['Plastic', 'Metal']",59,very frequently,2166
walk/bicycle,No Vehicle,42,Sometimes,4,['Metal'],260,frequently,2092
private,hybrid,3383,Yes,1,[],62,rarely,2190
private,hybrid,6095,Yes,3,"['Paper', 'Glass']",242,frequently,2168
private,petrol,9326,Sometimes,7,['Glass'],224,never,4629
walk/bicycle,No Vehicle,50,Yes,1,"['Plastic', 'Glass', 'Metal']",281,frequently,2189
walk/bicycle,No Vehicle,89,No,6,"['Paper', 'Plastic']",66,frequently,2450
public,No Vehicle,272,Yes,4,"['Paper', 'Glass']",122,frequently,1394
walk/bicycle,No Vehicle,73,Sometimes,6,"['Paper', 'Plastic', 'Metal']",238,frequently,2278
private,diesel,4038,Sometimes,7,"['Paper', 'Plastic', 'Glass']",76,rarely,2972
private,hybrid,2900,Yes,1,"['Plastic', 'Metal']",82,never,1679
walk/bicycle,No Vehicle,88,No,5,[],71,rarely,1659
private,electric,3266,Sometimes,6,['Plastic'],228,never,2163
private,hybrid,5688,Sometimes,7,"['Paper', 'Glass']",234,rarely,2171
private,lpg,5978,Sometimes,6,['Metal'],167,frequently,4364
walk/bicycle,No Vehicle,87,No,6,"['Paper', 'Plastic', 'Glass', 'Metal']",239,never,1655
walk/bicycle,No Vehicle,71,No,1,[],134,rarely,1087
walk/bicycle,No Vehicle,1,No,7,['Glass'],274,frequently,2462
walk/bicycle,No Vehicle,26,No,6,"['Paper', 'Plastic']",279,frequently,2225
public,No Vehicle,1444,Yes,7,"['Paper', 'Plastic']",157,never,1610
walk/bicycle,No Vehicle,27,Sometimes,6,"['Plastic', 'Glass', 'Metal']",61,very frequently,3063
private,diesel,8553,No,7,"['Plastic', 'Glass']",106,frequently,4057
private,electric,6710,Sometimes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",155,rarely,1224
private,hybrid,4423,Sometimes,5,"['Paper', 'Plastic']",208,frequently,2890
private,petrol,384,No,7,"['Glass', 'Metal']",232,never,1360
public,No Vehicle,1341,Sometimes,7,"['Paper', 'Plastic', 'Metal']",245,never,1066
public,No Vehicle,1253,Sometimes,7,['Metal'],56,very frequently,3197
public,No Vehicle,1695,Yes,6,"['Paper', 'Glass']",67,never,771
walk/bicycle,No Vehicle,71,Yes,7,['Paper'],178,frequently,2031
walk/bicycle,No Vehicle,7,Sometimes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",228,rarely,1689
walk/bicycle,No Vehicle,71,Sometimes,5,"['Paper', 'Glass', 'Metal']",297,frequently,2206
walk/bicycle,No Vehicle,56,Sometimes,3,['Paper'],106,very frequently,2495
public,No Vehicle,213,Yes,6,"['Paper', 'Glass']",107,never,1420
public,No Vehicle,1434,Sometimes,3,"['Paper', 'Glass']",96,frequently,2193
private,lpg,4294,Yes,2,"['Paper', 'Metal']",249,never,2592
walk/bicycle,No Vehicle,43,Yes,5,"['Paper', 'Metal']",50,very frequently,2343
public,No Vehicle,1493,Sometimes,5,[],136,never,1508
walk/bicycle,No Vehicle,98,Yes,4,"['Paper', 'Plastic']",238,frequently,1731
walk/bicycle,No Vehicle,78,Yes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",264,very frequently,2048
private,petrol,4911,Sometimes,4,"['Plastic', 'Metal']",120,never,3075
walk/bicycle,No Vehicle,14,No,6,"['Paper', 'Plastic', 'Glass', 'Metal']",268,never,1040
private,lpg,8159,Sometimes,6,['Paper'],221,frequently,4040
public,No Vehicle,1878,Yes,7,"['Paper', 'Plastic']",51,frequently,2543
public,No Vehicle,802,Sometimes,3,"['Paper', 'Plastic']",57,rarely,1578
walk/bicycle,No Vehicle,94,Sometimes,7,"['Plastic', 'Glass']",92,very frequently,2946
private,electric,7273,Yes,3,['Glass'],87,rarely,1346
private,lpg,7606,Yes,4,['Plastic'],298,frequently,4798
private,lpg,1718,Sometimes,5,"['Glass', 'Metal']",190,never,2124
private,hybrid,4943,No,5,"['Paper', 'Plastic', 'Glass']",242,very frequently,4544
walk/bicycle,No Vehicle,28,Sometimes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",294,rarely,1085
walk/bicycle,No Vehicle,90,Sometimes,5,"['Paper', 'Plastic']",217,rarely,2136
public,No Vehicle,1035,Yes,1,"['Paper', 'Glass', 'Metal']",213,never,702
public,No Vehicle,293,No,4,[],171,rarely,1959
private,petrol,995,Yes,1,['Plastic'],121,very frequently,3299
walk/bicycle,No Vehicle,37,Yes,1,"['Paper', 'Plastic', 'Glass', 'Metal']",197,rarely,1716
public,No Vehicle,1725,Yes,6,"['Plastic', 'Glass', 'Metal']",98,frequently,1801
private,lpg,235,Yes,6,"['Paper', 'Plastic', 'Glass']",132,never,1192
