Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
1,0,865,1,1,14,170,2,1367
0,4,4459,2,1,4,281,2,2582
2,0,35,2,3,3,188,2,1454
2,0,77,1,4,10,192,2,1790
0,5,5372,2,4,0,257,1,2945
1,0,161,0,6,0,70,0,2181
2,0,0,1,2,11,61,3,2095
2,0,41,0,5,12,136,2,1660
0,3,8842,1,6,11,224,0,4497
2,0,81,1,1,4,154,3,3003
1,0,14,0,3,0,218,3,3672
1,0,1580,1,3,6,63,1,1048
2,0,88,0,5,8,268,3,2778
2,0,17,0,7,3,85,3,3015
0,1,7435,0,7,12,241,0,3916
1,0,1610,1,3,6,115,1,818
2,0,78,1,4,11,296,3,2729
2,0,85,2,6,12,170,1,1625
0,1,8772,0,4,9,255,2,3306
0,5,6813,2,7,14,296,0,4773
0,1,5863,1,7,15,82,3,5750
2,0,31,1,2,11,163,2,1392
0,2,3570,1,5,0,264,3,2937
0,2,8533,2,2,11,169,3,2618
2,0,93,1,3,2,169,0,2388
0,5,8840,0,1,4,145,2,5392
0,5,8860,0,3,0,132,3,5816
0,1,586,2,1,2,279,0,1818
0,5,2834,1,6,9,170,0,4403
0,2,2850,0,1,15,182,1,1586
0,3,7829,0,2,3,253,1,2448
2,0,57,1,5,7,66,0,1393
1,0,708,0,7,12,257,2,2071
0,3,2765,0,6,11,106,1,2083
2,0,8,1,1,7,79,1,1069
2,0,56,1,5,8,125,2,805
2,0,99,1,3,11,90,2,1045
0,1,3730,2,1,9,292,0,3659
2,0,41,0,6,12,266,2,2051
1,0,1603,1,6,13,219,2,2163
2,0,2,0,5,13,299,3,2787
1,0,687,2,5,3,245,2,1765
2,0,92,1,3,7,209,1,809
2,0,57,1,7,7,251,2,1593
0,4,6019,0,3,5,70,2,4040
2,0,65,0,7,7,202,2,1837
2,0,51,1,7,0,105,0,2690
2,0,52,2,1,9,253,0,1587
0,4,6824,2,2,2,63,3,4082
0,1,3293,2,3,9,182,0,2629
0,3,6211,0,5,6,199,3,3700
2,0,60,0,2,14,83,3,2732
2,0,63,1,6,12,132,3,2946
0,4,9941,1,3,12,250,1,3703
1,0,557,2,5,10,190,2,1243
0,4,4499,1,6,3,64,1,2702
0,2,8764,2,6,14,246,1,1815
2,0,70,1,3,3,133,3,2204
0,4,8786,2,4,2,227,3,5976
1,0,1991,1,2,9,59,1,1009
2,0,34,1,2,3,270,0,1641
1,0,227,0,4,6,214,3,2085
0,1,5063,1,7,1,236,2,2833
2,0,47,2,2,5,260,3,2370
1,0,1087,2,7,15,276,2,1221
1,0,748,2,2,14,245,2,2088
1,0,1006,2,7,10,281,2,1984
2,0,6,0,4,12,92,0,1378
2,0,65,1,6,10,113,2,1171
2,0,59,0,2,4,78,2,1609
0,1,3959,1,5,0,276,3,4662
1,0,317,1,2,7,225,0,1847
1,0,547,0,7,7,181,3,3456
2,0,7,1,2,1,135,2,1773
2,0,12,1,4,11,172,2,1706
2,0,13,1,1,8,73,3,2696
2,0,70,1,2,13,195,2,1258
2,0,34,0,2,5,85,3,2363
2,0,96,0,1,14,198,1,1162
0,3,6730,0,4,6,124,1,2207
1,0,248,0,7,15,144,1,2032
1,0,912,0,5,4,103,2,2190
2,0,25,0,6,4,251,1,952
1,0,328,2,4,10,199,0,2312
1,0,1406,2,4,2,93,1,1214
0,2,3022,1,4,7,163,2,1509
1,0,1793,0,2,0,215,2,1845
0,2,4674,1,4,13,238,0,1830
2,0,95,0,6,13,147,1,1132
0,5,5356,1,6,10,172,1,3219
1,0,1819,1,2,4,292,0,2000
0,1,5474,0,3,6,85,0,4061
1,0,1460,0,6,15,256,0,2976
2,0,70,2,4,12,249,1,927
0,3,2859,1,1,6,136,1,1844
1,0,904,2,1,15,294,3,3246
1,0,722,0,3,8,157,0,1537
1,0,1672,0,1,10,258,2,975
1,0,661,0,6,10,267,3,4132
1,0,379,2,6,11,281,1,1302
0,4,1202,2,7,5,263,0,2214
1,0,1747,2,2,9,263,0,2189
1,0,1880,0,4,0,157,3,4021
2,0,51,2,5,13,280,2,2819
2,0,92,2,2,2,95,1,897
2,0,81,2,1,2,280,1,1354
1,0,1886,2,6,1,59,3,1885
0,2,9489,2,5,3,109,2,942
1,0,69,0,1,0,288,1,1156
2,0,9,0,5,15,284,2,1491
2,0,25,0,1,9,97,2,1238
2,0,61,1,7,8,262,0,1712
0,3,5508,2,2,11,110,2,2479
0,4,5986,2,2,11,180,3,4724
0,2,8613,2,2,12,177,2,1221
1,0,397,1,4,3,192,3,2213
1,0,1492,2,7,1,154,1,2083
0,4,4508,2,4,11,280,2,1977
2,0,19,0,4,12,271,0,2223
0,2,7552,0,3,1,73,0,1753
0,4,2499,1,1,14,252,0,2513
2,0,38,1,5,8,232,2,3007
1,0,1046,1,3,11,85,0,2264
2,0,94,2,2,8,189,1,1252
2,0,87,2,6,9,111,3,2768
1,0,1887,2,4,4,264,0,3561
1,0,1945,0,6,9,118,0,2360
0,3,2888,0,2,11,223,1,1472
0,5,544,1,6,1,246,3,3437
2,0,54,1,1,11,61,1,1006
0,3,6920,1,1,8,60,1,2249
2,0,4,1,3,7,123,3,2413
1,0,266,2,7,15,76,1,2175
0,4,5505,1,3,13,233,3,3375
1,0,826,1,6,1,94,0,2487
2,0,99,2,1,10,129,3,2914
1,0,1277,1,4,2,186,1,1573
0,4,8771,2,3,9,105,2,2919
1,0,46,2,3,13,138,1,1148
1,0,1401,2,7,15,112,1,1987
1,0,561,0,6,7,109,0,1877
1,0,1604,1,3,8,261,3,2673
0,1,4265,1,1,7,249,0,2334
2,0,77,0,4,0,217,2,1567
2,0,28,2,1,0,244,3,2798
1,0,519,1,3,5,79,0,1991
2,0,50,2,1,14,248,2,1317
2,0,60,0,2,1,108,0,1401
1,0,898,1,1,3,180,3,2837
0,3,7425,0,2,15,123,0,2649
1,0,15,1,7,14,140,2,2654
0,2,2571,1,7,9,87,0,2365
0,1,9885,1,4,12,198,2,4051
2,0,48,0,3,0,228,3,2381
2,0,69,1,6,11,216,0,2412
2,0,13,1,2,11,195,3,2284
1,0,1996,1,7,9,198,3,2775
1,0,194,1,1,6,168,2,764
2,0,8,0,2,6,72,2,1554
1,0,1923,1,3,5,140,0,1879
2,0,90,1,2,11,203,2,1777
0,2,3650,1,4,3,224,2,663
2,0,90,0,6,15,102,0,2244
0,4,5769,0,7,3,119,0,3646
2,0,66,2,3,7,74,3,2960
2,0,62,1,1,0,202,0,1556
1,0,240,0,2,7,186,0,1724
1,0,332,2,7,3,250,0,2222
2,0,60,2,2,5,186,3,1862
2,0,72,2,5,13,183,0,2241
2,0,91,2,2,14,98,2,1629
2,0,77,0,2,13,107,3,2350
2,0,73,0,1,1,199,1,959
0,4,2664,1,5,14,172,0,3484
0,4,2317,2,6,13,88,3,2930
1,0,1033,2,1,14,98,1,920
2,0,36,0,2,3,213,3,3090
2,0,52,0,3,2,241,2,1811
2,0,32,2,2,7,107,3,2305
0,2,2536,2,5,9,71,2,1635
1,0,972,1,2,4,206,0,1308
2,0,35,1,4,12,93,3,2568
1,0,1591,1,6,4,285,2,1935
0,3,4763,1,5,7,105,2,1897
1,0,482,1,7,8,282,1,1863
1,0,1423,1,5,8,212,3,2501
2,0,53,0,2,3,267,2,1446
0,1,5167,1,3,1,274,0,3698
2,0,29,2,2,8,83,1,1023
0,2,2632,0,6,8,123,3,2499
0,5,3643,1,2,3,50,0,2457
1,0,1493,1,6,15,107,2,2636
2,0,17,2,5,10,154,0,2477
1,0,1574,2,1,14,95,2,1219
0,4,1427,1,4,7,278,2,1509
1,0,772,1,5,0,145,0,2013
2,0,24,0,4,11,109,0,1636
2,0,16,1,3,3,201,0,1767
0,1,4669,1,7,2,159,2,3469
2,0,44,1,7,10,294,3,3038
0,3,2131,2,7,7,94,1,1767
2,0,71,2,4,4,65,0,1712
0,3,4816,1,2,13,178,2,2408
0,1,5555,0,5,3,175,0,3660
0,5,9107,1,3,10,162,2,5293
1,0,1707,2,3,0,145,0,2696
0,2,10,1,6,7,204,3,2955
2,0,75,1,2,6,228,2,1447
0,4,4123,0,1,1,251,3,3415
0,1,5619,0,4,10,168,1,2508
1,0,1857,2,3,12,92,1,1134
2,0,96,0,2,0,65,0,1711
1,0,663,2,4,8,270,3,2113
2,0,95,2,5,7,134,2,1672
0,4,5198,0,3,5,274,0,2669
1,0,37,2,3,12,117,1,995
2,0,84,0,1,3,116,0,1453
2,0,11,0,2,1,93,0,1619
2,0,83,0,4,13,242,1,1865
0,4,7848,0,5,15,145,3,5779
1,0,1079,1,5,4,137,0,1375
1,0,1768,2,2,11,200,1,873
1,0,1583,1,3,4,185,1,1078
2,0,44,2,4,9,223,2,1723
0,4,7864,2,5,2,104,1,3694
2,0,8,0,4,13,291,1,1995
2,0,94,1,6,6,245,3,2093
0,3,5836,2,3,3,249,0,3286
1,0,789,1,2,0,285,3,2606
2,0,7,0,3,4,138,3,2981
2,0,19,2,1,7,292,1,1518
0,4,9332,2,3,10,56,2,4811
1,0,199,1,5,13,203,2,1198
2,0,24,2,6,6,58,2,1611
2,0,53,2,3,4,63,1,542
0,3,6657,2,1,4,246,1,1565
0,4,4783,1,7,9,149,0,3344
2,0,4,0,1,14,78,2,1277
0,5,9993,0,4,14,103,3,5756
2,0,25,0,1,0,69,3,2548
0,5,2901,1,6,6,128,3,4488
2,0,44,0,2,13,204,3,2757
1,0,1584,1,6,0,208,1,1008
0,2,3636,2,1,15,75,2,1192
0,2,9727,0,2,8,252,0,1523
0,5,1485,0,2,8,192,2,2148
2,0,51,2,6,15,149,1,1278
1,0,612,2,7,2,154,0,1988
1,0,901,1,5,15,60,1,1647
1,0,1371,2,6,12,245,1,1759
0,1,759,1,4,0,161,1,1790
0,2,625,2,5,11,275,1,1393
1,0,1691,2,6,11,175,1,1311
2,0,80,0,5,11,180,2,2071
0,1,1846,2,2,8,146,0,2188
1,0,410,2,2,0,153,0,1768
2,0,15,1,7,4,132,2,1278
2,0,92,2,3,6,235,2,1366
2,0,78,0,3,4,285,0,2516
0,5,6109,1,6,14,108,0,4717
1,0,99,1,3,3,149,2,1505
0,2,670,1,2,1,66,1,2026
2,0,81,2,2,2,234,2,1652
0,1,5916,1,6,13,82,3,4374
0,4,3091,0,3,8,174,2,2175
1,0,1158,1,1,14,271,2,1210
0,1,6488,2,6,5,245,3,4859
2,0,88,1,5,3,231,0,1722
2,0,92,0,5,4,65,0,2309
2,0,78,1,7,4,222,1,1993
1,0,1182,1,1,14,133,1,1308
0,3,7385,0,6,3,219,3,3887
2,0,28,0,7,9,166,2,2040
2,0,15,2,5,6,85,0,1760
1,0,1131,1,7,7,236,1,3250
0,1,2003,1,2,2,122,3,2533
1,0,179,2,7,9,196,3,2199
2,0,11,0,4,0,174,3,2335
2,0,13,1,6,1,141,1,1921
1,0,1145,0,3,0,260,2,1615
1,0,776,0,1,15,191,2,1710
1,0,462,0,1,13,185,1,611
2,0,97,1,5,0,235,0,1368
0,4,9395,0,3,3,252,1,2867
1,0,1688,0,7,13,114,1,1341
0,1,2631,1,3,11,94,2,1887
0,5,242,2,2,3,62,3,2542
0,5,1480,1,1,10,159,1,1488
0,2,1695,1,2,11,95,1,1172
1,0,1399,1,5,7,148,1,1645
1,0,1996,1,3,13,60,0,2085
1,0,1034,0,5,14,168,2,1516
0,4,3318,1,6,10,206,0,2531
2,0,17,2,3,9,108,0,1439
0,2,6631,1,5,14,294,1,1741
0,3,257,1,6,9,57,0,2725
1,0,1451,2,6,14,112,1,1778
2,0,73,2,2,11,206,0,1709
2,0,97,1,5,8,201,2,1763
2,0,97,2,5,3,221,1,1353
0,5,1978,1,6,0,281,0,3601
0,3,3329,0,4,4,164,3,3774
2,0,33,0,6,15,107,2,1021
0,1,9398,2,6,14,275,0,4306
0,1,227,1,5,10,141,1,992
2,0,73,2,6,12,214,0,2030
1,0,952,1,1,13,113,0,2401
0,4,2639,2,5,14,293,0,3080
2,0,63,0,2,1,122,2,1277
0,2,5928,1,3,8,170,0,1890
1,0,1045,0,3,13,240,0,2502
0,5,1868,1,5,15,180,1,3292
2,0,76,0,7,15,106,0,3384
1,0,1012,2,7,9,217,2,1781
1,0,46,0,6,0,216,2,2222
2,0,31,0,6,7,257,1,1616
1,0,107,1,6,13,135,2,1545
0,3,8046,1,3,11,168,2,2334
2,0,74,2,3,1,206,2,1273
1,0,1949,2,2,10,153,2,1864
0,2,2549,2,7,9,124,3,2946
2,0,66,0,1,0,299,3,2069
2,0,11,1,3,3,212,1,1286
1,0,1219,2,1,0,192,0,1503
0,1,7816,2,4,6,164,2,3063
2,0,72,1,6,3,211,0,1939
1,0,236,0,7,4,251,2,806
0,4,5478,1,1,7,242,2,2781
0,5,1795,2,5,5,194,1,2244
2,0,12,0,4,7,58,0,1165
2,0,28,0,3,6,152,2,1310
2,0,70,0,5,9,161,1,1539
1,0,1934,0,7,6,107,0,1635
2,0,7,2,4,13,151,2,984
1,0,806,1,2,4,244,0,1708
2,0,93,0,2,5,54,2,908
1,0,1432,1,5,2,181,2,1228
0,1,5018,0,6,10,259,2,2323
1,0,1425,1,4,11,270,1,1674
2,0,87,0,1,6,131,2,1433
1,0,1227,0,5,14,160,1,1774
2,0,79,1,3,0,139,0,1774
2,0,93,1,6,11,73,1,1226
2,0,37,0,5,11,161,1,1336
0,3,8908,2,2,1,133,1,2425
2,0,24,0,5,1,241,1,1497
2,0,14,0,6,12,138,0,1446
1,0,207,0,2,6,279,0,2054
2,0,85,1,2,8,272,1,1393
0,2,8805,2,7,12,150,1,1563
2,0,97,0,3,4,78,1,1432
2,0,19,0,2,11,106,1,821
0,5,1485,2,7,13,192,0,4086
2,0,24,0,1,14,89,3,2457
2,0,10,1,2,13,284,1,1556
1,0,486,0,4,15,272,1,2223
1,0,582,1,1,15,294,0,2001
2,0,81,0,7,10,126,2,1753
1,0,79,2,6,3,185,3,3231
1,0,1618,1,5,13,70,1,1738
1,0,1933,0,1,5,73,0,1522
0,4,8463,0,5,15,147,0,4818
2,0,31,1,1,6,150,1,501
2,0,69,0,1,9,109,0,2087
1,0,1764,2,1,4,177,3,2554
0,5,7150,2,2,3,278,2,4286
2,0,49,2,6,9,91,3,2643
0,3,3121,1,4,2,205,0,2248
0,4,8476,2,1,8,166,2,3343
2,0,73,1,3,15,147,3,2454
0,2,7850,2,7,15,238,0,2326
2,0,70,1,4,3,158,1,822
2,0,4,1,2,4,123,1,1138
2,0,3,1,1,12,209,3,2746
2,0,9,0,5,2,247,3,2821
0,3,8944,1,1,14,284,3,3422
2,0,79,0,5,5,235,1,1775
2,0,21,2,3,3,124,1,1164
1,0,413,2,3,13,226,2,1586
1,0,789,2,6,0,274,2,2263
1,0,1963,0,4,9,225,0,2247
1,0,145,2,2,3,238,1,563
0,4,6986,2,7,3,221,2,4187
0,3,1737,2,4,15,191,2,2121
1,0,619,1,4,8,260,3,2499
2,0,33,1,2,4,181,1,1439
2,0,7,0,3,12,59,0,1836
0,2,523,1,1,14,164,2,1491
0,5,3384,2,3,12,236,1,2199
0,4,9215,2,3,2,67,0,4471
0,2,6243,2,6,14,66,0,2587
1,0,263,2,3,13,134,1,1434
2,0,24,1,7,6,145,2,1659
2,0,60,0,6,11,227,0,2669
0,2,1008,0,2,12,231,3,3206
1,0,1208,1,6,2,168,2,2267
1,0,1840,2,4,5,145,0,1740
1,0,1083,0,6,14,53,2,1841
2,0,34,1,2,1,58,2,1266
2,0,66,0,7,9,287,0,1973
1,0,1753,0,4,7,277,2,2477
0,2,5441,1,3,5,207,1,775
0,3,5263,1,3,12,276,0,2297
2,0,2,0,6,7,207,3,2342
2,0,9,2,6,1,261,2,1859
0,1,975,0,3,7,171,0,1484
1,0,720,2,5,0,279,3,2345
1,0,1215,1,1,11,179,3,2186
1,0,1612,2,4,14,124,3,3666
1,0,1499,1,6,4,286,3,3298
1,0,1713,0,6,9,271,3,2167
2,0,59,2,5,6,71,1,1553
0,1,3433,2,1,3,129,1,2013
2,0,59,0,7,0,114,3,3213
1,0,350,2,7,7,72,2,2005
2,0,87,1,6,3,188,1,949
1,0,1655,0,6,14,227,1,1625
1,0,1486,2,3,10,284,0,2457
1,0,458,1,6,13,194,1,1479
2,0,42,0,7,5,214,3,2640
0,1,8338,1,4,15,248,0,3780
1,0,688,2,3,1,64,1,1303
0,1,3847,1,1,10,263,2,2516
2,0,94,2,2,2,254,3,2842
1,0,1376,2,5,15,150,3,3810
1,0,1230,1,5,15,245,1,2076
0,4,1960,0,1,3,84,1,1286
1,0,1486,1,6,3,108,0,1819
2,0,9,1,5,15,134,1,1681
2,0,1,0,7,8,53,1,941
1,0,173,2,5,11,79,0,1593
2,0,96,1,5,12,180,3,1848
1,0,957,0,4,1,116,2,1886
1,0,1066,2,3,10,179,1,1491
0,1,3890,2,1,15,102,2,2148
0,1,2453,2,7,9,143,2,2261
2,0,92,0,4,10,209,0,2012
0,5,6956,1,1,2,61,1,2713
2,0,19,2,7,4,290,3,2317
1,0,987,1,7,2,72,3,2395
1,0,1620,1,7,11,299,2,2082
1,0,1085,2,7,9,238,0,2216
2,0,83,2,2,1,173,3,2358
2,0,77,2,7,7,57,3,3531
0,5,3730,0,1,5,211,2,2401
1,0,1193,0,5,4,219,1,1616
0,2,1707,2,4,8,171,0,2597
1,0,936,1,3,2,239,1,1261
1,0,405,2,4,2,108,3,2095
2,0,85,2,2,8,193,1,1220
2,0,70,2,6,15,62,0,2171
2,0,83,2,6,8,143,2,755
0,3,2187,1,6,4,235,3,3923
0,5,5473,0,4,3,129,0,3905
1,0,238,1,4,13,185,2,1190
1,0,1886,0,5,14,67,2,1321
1,0,635,1,1,11,66,3,2426
2,0,31,2,1,9,219,0,2471
1,0,1968,1,1,5,92,0,1517
1,0,952,0,4,8,173,2,2130
2,0,97,0,7,10,122,3,2598
2,0,32,1,6,15,228,3,3256
0,1,4555,1,2,8,62,1,2067
2,0,70,1,4,12,212,3,3328
1,0,406,1,5,12,274,3,2696
0,2,589,0,7,11,83,2,1822
1,0,1484,2,3,14,219,1,1397
0,1,8809,1,7,1,196,1,3807
0,5,9316,2,5,9,107,1,4797
2,0,70,1,2,4,191,1,931
1,0,630,0,6,3,146,0,2079
1,0,1319,1,5,1,208,1,1777
2,0,91,0,1,12,156,3,2466
0,3,2891,2,6,4,192,0,2447
0,2,4538,2,5,7,77,0,2249
2,0,64,2,4,4,112,0,1804
2,0,36,2,3,2,238,2,1548
1,0,647,1,3,15,289,0,2106
0,4,8242,1,2,2,263,3,5399
1,0,1274,1,7,14,151,1,2137
0,4,1817,0,2,6,218,1,1610
1,0,631,2,1,4,54,3,2455
2,0,11,1,4,12,170,3,3279
2,0,50,1,2,3,126,1,1279
2,0,5,0,5,4,286,2,1845
0,5,5762,2,7,4,295,2,3962
1,0,1481,0,6,11,69,3,2636
2,0,25,0,6,9,234,1,1181
1,0,1792,1,2,14,200,1,1366
1,0,1047,1,1,14,81,3,2658
0,2,6414,0,7,13,135,3,3526
0,2,6105,0,4,13,81,1,545
1,0,423,1,5,3,64,3,2180
0,3,6044,1,2,10,85,1,2232
0,1,9193,0,5,6,280,1,4007
0,1,2016,1,7,10,276,3,2942
1,0,151,1,1,4,60,1,877
1,0,838,0,2,13,225,0,2181
1,0,279,0,5,9,284,2,1561
2,0,69,0,1,14,231,2,1097
1,0,1808,2,6,10,229,3,3235
2,0,58,1,2,9,163,1,1718
1,0,1489,1,2,5,272,2,977
2,0,97,2,6,10,88,0,1253
2,0,46,0,4,6,297,3,1862
0,2,9410,1,3,14,214,3,3104
2,0,91,0,7,13,106,1,1520
2,0,65,0,4,13,93,3,2926
0,4,90,0,4,9,275,2,1408
2,0,39,2,5,6,265,0,2247
0,3,5685,2,2,5,204,3,3110
0,1,3544,1,1,10,58,1,2141
1,0,1978,1,1,10,145,1,1391
1,0,1403,1,3,6,143,2,1376
0,2,5437,0,3,9,232,1,925
2,0,38,0,6,3,84,1,1101
1,0,850,2,4,11,253,3,2206
1,0,856,2,7,3,69,1,1394
1,0,1781,1,4,15,89,3,3031
2,0,83,2,5,13,175,3,3022
1,0,1955,1,4,15,209,2,1211
1,0,1477,1,5,9,173,1,1267
2,0,4,1,5,0,137,3,2664
2,0,24,1,5,13,97,1,1590
1,0,1006,1,7,13,249,0,1933
0,5,5647,2,3,4,275,1,3338
2,0,55,1,6,7,228,2,2366
2,0,98,0,6,13,50,2,1254
1,0,880,1,3,14,149,2,1563
1,0,759,0,4,15,178,3,3257
2,0,46,0,7,0,273,1,2115
2,0,44,2,2,10,141,0,1381
1,0,1425,2,2,8,206,0,1965
2,0,1,0,3,6,139,3,2478
2,0,38,2,3,5,115,2,1289
2,0,92,2,7,15,181,2,1476
1,0,1332,2,1,2,102,3,2731
0,3,8641,1,2,9,226,1,2928
2,0,21,1,1,0,213,3,3308
0,5,2060,0,7,12,53,3,3067
2,0,99,2,5,13,118,1,1370
0,5,3899,0,4,0,208,2,3272
2,0,14,1,2,9,186,3,2351
2,0,39,1,4,0,189,2,1007
1,0,1308,0,5,15,282,2,1942
0,1,6583,0,1,2,183,2,2912
1,0,401,0,5,2,298,1,1720
1,0,1388,0,6,5,152,0,2232
0,1,1841,2,2,10,203,3,2599
1,0,841,2,7,9,119,0,2290
0,5,9272,0,7,4,275,2,5707
1,0,1568,0,6,2,298,0,1749
2,0,48,0,1,1,67,1,443
0,5,1325,1,5,7,245,0,3491
0,5,7545,2,2,13,95,2,3531
2,0,74,2,7,15,133,0,2575
0,5,4762,0,6,15,55,0,4882
1,0,1944,0,2,6,127,0,1843
1,0,438,0,1,3,147,3,2268
2,0,86,2,6,13,178,2,1496
2,0,11,0,6,12,210,0,1961
0,1,4028,1,6,15,212,1,2619
0,3,4071,0,1,12,96,2,1983
1,0,1507,2,5,4,116,0,2046
1,0,301,1,4,6,69,0,1150
1,0,141,1,2,3,264,0,1559
2,0,62,2,7,1,58,2,1168
1,0,1298,0,1,12,162,1,1619
0,4,1486,1,4,12,207,3,3522
2,0,19,0,6,10,250,1,1123
1,0,734,2,4,10,239,1,1204
0,5,7266,2,6,5,138,1,4155
1,0,1454,0,1,12,60,0,2134
2,0,17,2,4,15,205,2,2307
0,1,3997,2,4,10,158,1,2963
2,0,31,2,5,5,272,2,1699
0,3,8652,2,4,0,222,2,3395
1,0,1687,2,6,7,144,1,2331
1,0,1884,0,6,11,68,1,951
0,1,430,0,4,1,93,1,1287
1,0,76,1,6,11,266,1,1405
1,0,1210,0,3,1,68,3,2388
0,4,8083,1,1,15,161,2,3223
1,0,977,2,5,10,180,2,1633
0,5,4698,0,5,5,173,3,5679
0,2,5698,2,7,0,128,0,2251
2,0,73,1,3,6,275,1,751
2,0,63,2,1,7,221,1,488
1,0,1997,2,5,5,224,2,1376
2,0,35,1,1,8,124,1,1449
0,1,5920,0,1,10,230,1,3363
0,5,140,2,7,5,263,3,2438
0,1,7000,2,5,2,263,0,3712
1,0,154,2,3,1,260,0,2364
0,3,5937,2,5,12,114,1,1935
2,0,34,0,2,9,111,1,1329
0,4,7097,0,4,8,194,2,3300
0,5,3532,0,6,12,144,3,3773
2,0,7,1,1,5,108,0,1644
0,2,5186,2,3,10,180,2,2161
1,0,1166,1,2,15,276,0,1675
2,0,54,1,5,15,162,0,2184
2,0,18,0,5,3,235,0,2751
1,0,931,1,7,12,263,2,2461
1,0,1946,0,6,7,84,2,1538
0,4,9951,1,5,10,84,3,5747
1,0,397,1,6,8,253,3,2109
0,2,7999,2,5,5,280,2,1736
2,0,76,0,5,7,163,3,3446
0,5,8720,2,6,7,281,2,4779
2,0,62,2,7,15,72,0,2253
1,0,1921,2,4,1,58,1,1535
0,2,2653,2,1,11,222,2,1025
1,0,1024,1,3,6,221,3,3116
2,0,55,2,5,4,273,0,2494
2,0,64,1,4,2,235,2,1092
1,0,1598,2,3,4,161,0,1091
0,4,744,2,7,14,135,2,3184
0,5,2095,1,4,5,66,0,2482
2,0,62,2,7,6,50,3,2154
0,2,4325,2,1,7,171,2,1412
2,0,6,2,2,0,146,0,1927
1,0,1472,2,1,0,292,0,1840
0,4,4191,2,2,7,192,2,2400
1,0,293,2,7,14,130,1,1763
2,0,84,0,2,9,297,3,2682
0,1,804,0,7,0,249,3,3533
2,0,74,0,5,3,147,2,1422
1,0,466,0,5,12,256,3,3280
1,0,466,1,7,15,173,1,1837
2,0,85,1,6,14,161,1,1425
1,0,499,1,6,15,223,2,2828
1,0,453,2,1,5,165,0,1802
0,5,6653,1,3,11,247,1,4059
1,0,1028,1,1,6,194,0,1640
2,0,76,0,6,3,295,3,2390
0,1,3789,2,6,3,152,0,2856
1,0,1556,2,2,2,226,2,1575
1,0,931,2,7,0,92,1,2005
0,4,7388,2,6,15,69,0,4879
0,4,1225,1,2,3,50,2,1234
1,0,406,2,7,8,88,1,1558
1,0,629,2,3,12,282,3,3108
0,5,2868,0,1,11,220,1,1962
2,0,94,1,2,7,88,1,1431
0,5,1083,2,4,3,55,2,1864
1,0,1078,1,6,1,283,2,2097
0,4,4145,2,4,4,203,0,2913
2,0,46,0,6,13,128,1,1692
0,1,3634,1,2,10,118,3,2938
1,0,1367,1,4,12,72,2,1299
1,0,685,0,6,11,224,0,2390
1,0,667,2,3,3,289,3,3131
2,0,74,0,7,5,261,0,2109
1,0,1941,0,2,11,273,1,533
0,3,4685,1,7,4,103,1,1535
1,0,767,0,1,0,250,0,2018
1,0,1692,0,5,4,136,1,1733
2,0,94,2,6,7,192,1,771
1,0,1855,2,1,0,280,0,1577
1,0,700,0,1,11,185,2,1181
2,0,10,0,4,6,218,1,1812
2,0,98,0,5,15,257,2,2165
2,0,83,2,6,6,74,3,2653
1,0,164,0,4,9,258,3,3027
2,0,62,1,3,10,180,0,2181
2,0,49,1,6,7,171,0,2023
1,0,1126,0,1,8,211,0,1223
0,4,9179,1,6,4,205,1,4261
2,0,66,2,3,10,234,3,1676
2,0,7,2,5,12,264,0,1742
1,0,756,1,5,11,272,0,2109
2,0,76,0,4,9,169,3,2178
1,0,1110,1,7,1,57,2,1629
0,1,2165,1,2,12,264,0,3226
1,0,1632,1,2,3,171,0,1353
1,0,1735,2,1,12,209,0,1572
1,0,341,0,7,9,175,1,1066
0,4,3722,2,1,12,148,1,1843
2,0,15,2,3,14,137,0,1918
0,2,3913,2,7,4,259,0,3229
2,0,94,2,6,13,267,2,1850
0,4,3116,1,4,1,77,0,2787
1,0,1031,1,6,7,199,0,1571
0,2,8782,1,3,5,113,3,2087
0,4,4384,0,4,13,277,3,4013
0,3,2943,0,4,11,274,1,2323
0,3,3616,0,1,3,239,0,2860
2,0,32,1,6,8,243,3,2531
2,0,66,2,4,4,90,2,932
1,0,1040,0,3,7,208,1,1299
0,5,213,0,5,2,250,2,1263
1,0,1739,0,5,7,223,0,1732
2,0,70,1,7,15,268,3,3399
1,0,440,1,1,3,115,3,2129
0,5,30,2,4,1,52,3,2242
1,0,1307,0,3,0,295,1,2009
1,0,983,1,1,4,248,0,1781
2,0,58,2,4,3,78,3,2338
0,3,8374,0,5,6,138,0,4213
2,0,85,2,7,8,217,3,2495
0,4,9742,2,7,8,52,2,5041
2,0,53,1,7,1,118,2,1930
0,2,7282,1,3,3,145,2,843
0,3,8005,2,2,6,265,2,2568
1,0,961,1,5,4,230,3,2065
1,0,1507,1,7,0,101,2,2383
2,0,50,2,5,10,196,3,3044
2,0,24,2,2,0,159,2,1433
0,5,9622,2,5,4,110,1,4437
2,0,98,1,2,6,217,2,1218
1,0,312,1,6,15,222,1,1992
0,3,5413,2,3,7,158,2,2430
2,0,60,1,3,8,235,0,1552
2,0,34,0,6,10,219,2,2000
1,0,826,2,7,11,288,1,1618
0,1,1510,0,2,12,85,0,2431
